sym,ts,cls,adverse_beyond_sl_R,mfe_after_R,R,bos,dir,entry,grade,maturity,member_det,member_event,mode,nest_depth,net,ote,outcome,phase,quad,sl,strength,sweep,target,zone_hi,zone_lo,_k,rr,riskA,hr,sl_pct,bucket
AARTIIND,2026-01-29 09:20:00+05:30,shaken_winner,12.67,103.9,-1.0,False,LONG,352.375,6,0.0,ob_taught,OB_RETEST,eod,2,-3.1307,True,stop,True,early/A,352.15,0.7,True,357.4,354.55,353.6,AARTIIND|352.4|352.2|357.4,22.333333333330977,0.22500000000002274,9,0.06385242993970137,>10R
AARTIIND,2026-01-30 09:20:00+05:30,shaken_winner,8.89,101.9,-8.11111111111111,False,LONG,352.825,5,0.0,fvg_n,IFVG_RETEST,eod,2,-10.2444,True,gap,True,early/A,352.6,0.6,False,357.4,352.3,350.65,AARTIIND|352.8|352.6|357.4,20.333333333336366,0.2249999999999659,9,0.06377099128462152,4-10R
AARTIIND,2026-01-30 09:30:00+05:30,shaken_winner,-2.0,101.9,-5.444444444444445,False,LONG,352.825,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-7.5777,True,gap,True,early/A,352.6,0.6,False,357.025,353.75,352.1,AARTIIND|352.8|352.6|357.0,18.666666666669446,0.2249999999999659,9,0.06377099128462152,
AARTIIND,2026-04-10 09:20:00+05:30,shaken_winner,17.89,27.4,-5.631578947368421,False,SHORT,423.025,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-6.8777,True,gap,True,late/A,423.5,0.6,False,416.85,427.4,425.75,AARTIIND|423.0|423.5|416.8,12.999999999999282,0.47500000000002274,9,0.11228650788961002,>10R
AARTIIND,2026-04-10 09:50:00+05:30,shaken_winner,17.26,27.4,-16.894736842105264,False,SHORT,423.025,6,0.0,ob_taught,OB_RETEST,eod,2,-18.1409,True,gap,True,late/A,423.5,0.7,True,419.8,432.05,431.9,AARTIIND|423.0|423.5|419.8,6.7894736842101295,0.47500000000002274,9,0.11228650788961002,>10R
AARTIIND,2026-04-15 09:20:00+05:30,shaken_winner,31.06,18.8,-2.764705882352941,False,SHORT,428.875,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-4.166,True,gap,False,late/A,429.3,0.6,True,425.15,429.8,428.8,AARTIIND|428.9|429.3|425.2,8.76470588235276,0.42500000000001137,9,0.09909647333139292,>10R
AARTIIND,2026-05-13 09:20:00+05:30,shaken_winner,4.43,45.3,-1.0,False,SHORT,474.1,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-2.8537,True,stop,False,late/A,474.45,0.6,True,460.2,474.45,472.95,AARTIIND|474.1|474.4|460.2,39.71428571428968,0.3499999999999659,9,0.07382408774519424,4-10R
AARTIIND,2026-05-13 10:55:00+05:30,shaken_winner,-4.43,45.3,-1.1428571428571428,False,SHORT,474.1,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-2.9965,True,gap,True,late/A,474.45,0.6,False,464.9,474.45,472.95,AARTIIND|474.1|474.4|464.9,26.285714285716978,0.3499999999999659,10,0.07382408774519424,
ABFRL,2026-06-03 09:20:00+05:30,shaken_winner,16.1,4.9,-1.0,False,LONG,61.6,7,0.0,fvg_n,IFVG_RETEST,eod,3,-1.8866,True,stop,True,late/B,61.5,0.6,True,61.95,61.2,61.1,ABFRL|61.6|61.5|62.0,3.4999999999999645,0.10000000000000142,9,0.16233766233766464,>10R
ABFRL,2026-06-29 15:25:00+05:30,shaken_winner,25.4,92.8,-8.0,False,LONG,59.2,5,0.697,fvg_n,IFVG_RETEST,eod,2,-9.6303,True,eod,False,late/B,59.15,0.6,False,59.6,58.55,58.4,ABFRL|59.2|59.2|59.6,7.9999999999992895,0.05000000000000426,15,0.08445945945946666,>10R
ADANIENT,2026-03-16 10:10:00+05:30,shaken_winner,5.93,22.9,-1.0,False,LONG,1964.05,5,0.0,fvg_n,IFVG_RETEST,eod,2,-2.0152,True,stop,False,early/B,1961.3,0.6,True,2022.8,1970.8,1964.5,ADANIENT|1964.0|1961.3|2022.8,21.363636363636363,2.75,10,0.14001680201624195,4-10R
ADANIENT,2026-03-17 09:20:00+05:30,shaken_winner,14.76,41.3,-1.0,False,LONG,1956.8,5,0.0,fvg_n,IFVG_RETEST,eod,2,-2.5872,True,stop,True,early/B,1955.1,0.6,False,2022.8,1986.0,1981.0,ADANIENT|1956.8|1955.1|2022.8,38.823529411763666,1.7000000000000455,9,0.0868765331152926,>10R
ADANIPOWER,2026-01-13 10:55:00+05:30,shaken_winner,12.9,15.0,-4.0,False,LONG,143.0,7,0.766,ob_taught,BRK_RETEST,eod,2,-5.9524,True,gap,True,early/B,142.9,0.7,True,143.9,143.0,142.95,ADANIPOWER|143.0|142.9|143.9,9.000000000000568,0.09999999999999432,10,0.06993006993006595,>10R
ADANIPOWER,2026-02-02 09:50:00+05:30,shaken_winner,4.98,74.8,-1.0,False,LONG,132.575,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-1.6141,True,stop,False,early/B,132.25,0.6,True,135.4,133.6,132.9,ADANIPOWER|132.6|132.2|135.4,8.692307692308049,0.32499999999998863,9,0.24514425796717984,4-10R
ADANIPOWER,2026-03-10 09:30:00+05:30,shaken_winner,13.92,116.2,-1.0,False,LONG,139.375,5,0.0,ob_taught,MIT_RETEST,eod,2,-2.54,True,gap,False,early/B,139.25,0.7,True,141.55,139.3,138.9,ADANIPOWER|139.4|139.2|141.6,17.40000000000009,0.125,9,0.08968609865470852,>10R
ADANIPOWER,2026-03-10 10:50:00+05:30,shaken_winner,13.92,116.2,-1.0,False,LONG,139.375,5,0.0,ob_taught,MIT_RETEST,eod,2,-2.54,True,gap,False,early/B,139.25,0.7,True,141.5,139.3,138.9,ADANIPOWER|139.4|139.2|141.5,17.0,0.125,10,0.08968609865470852,>10R
ADANIPOWER,2026-03-11 13:25:00+05:30,shaken_winner,7.95,73.0,-1.0,False,LONG,139.3,5,0.0,ob_taught,OB_RETEST,eod,2,-1.992,True,gap,True,early/B,139.1,0.7,False,141.5,139.0,138.95,ADANIPOWER|139.3|139.1|141.5,10.999999999999005,0.20000000000001705,13,0.14357501794688948,4-10R
ADANIPOWER,2026-03-12 09:20:00+05:30,shaken_winner,0.4,119.8,-1.0,False,LONG,138.925,5,0.0,ob_taught,OB_RETEST,eod,2,-2.5353,True,stop,False,early/B,138.8,0.7,True,141.3,137.9,137.65,ADANIPOWER|138.9|138.8|141.3,19.0,0.125,9,0.08997660608241856,<=1R
ADANIPOWER,2026-03-20 09:20:00+05:30,shaken_winner,0.48,97.8,-1.0,False,SHORT,156.875,7,0.0,fvg_n,FVG_N_RETEST,eod,3,-2.7233,True,stop,True,early/B,157.0,0.6,True,151.525,153.7,153.1,ADANIPOWER|156.9|157.0|151.5,42.799999999999955,0.125,9,0.0796812749003984,<=1R
ADANIPOWER,2026-06-19 09:35:00+05:30,shaken_winner,0.91,6.1,-1.0,False,SHORT,232.7,6,0.0,fvg_n,FVG_N_RETEST,eod,3,-1.4609,True,stop,False,late/B,233.5,0.6,True,229.775,228.35,227.2,ADANIPOWER|232.7|233.5|229.8,3.6562499999999267,0.8000000000000114,9,0.34379028792437105,<=1R
ALKEM,2026-04-21 09:20:00+05:30,shaken_winner,19.54,72.5,-1.0,False,SHORT,5668.25,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-3.3637,True,stop,False,early/B,5671.5,0.6,True,5623.25,5668.5,5660.0,ALKEM|5668.2|5671.5|5623.2,13.846153846153847,3.25,9,0.05733692056631235,>10R
ALKEM,2026-05-25 10:15:00+05:30,shaken_winner,24.88,22.2,-2.5,False,LONG,5432.5,7,0.771,fvg_n,IFVG_RETEST,eod,3,-4.3583,True,gap,False,late/B,5428.5,0.6,True,5446.5,5434.0,5410.0,ALKEM|5432.5|5428.5|5446.5,3.5,4.0,10,0.07363092498849516,>10R
ALKEM,2026-07-08 09:20:00+05:30,shaken_winner,9.27,20.1,-5.454545454545454,False,SHORT,5673.0,8,0.673,fvg_n,FVG_N_RETEST,eod,3,-6.8851,True,gap,True,late/B,5678.5,0.6,True,5623.25,5673.0,5666.5,ALKEM|5673.0|5678.5|5623.2,9.045454545454545,5.5,9,0.09695046712497797,4-10R
ALKEM,2026-07-16 09:20:00+05:30,shaken_winner,3.15,10.4,-1.0,False,SHORT,5679.5,7,0.699,ob_taught,OB_RETEST,eod,3,-1.6309,True,stop,False,late/B,5693.0,0.7,True,5623.25,5678.0,5673.5,ALKEM|5679.5|5693.0|5623.2,4.166666666666667,13.5,9,0.23769698036799014,2-4R
ALKEM,2026-07-21 09:50:00+05:30,shaken_winner,3.0,34.4,-1.0,False,SHORT,5675.0,6,0.0,ob_taught,MIT_RETEST,eod,3,-2.5662,True,stop,False,late/B,5680.0,0.7,True,5623.25,5649.5,5645.0,ALKEM|5675.0|5680.0|5623.2,10.35,5.0,9,0.0881057268722467,2-4R
ALKEM,2026-07-23 15:30:00+05:30,shaken_winner,8.33,7.2,-1.0,False,SHORT,5602.5,6,0.0,fvg_n,IFVG_RETEST,eod,3,-2.7102,True,stop,False,late/B,5607.0,0.6,True,5587.75,5647.5,5632.5,ALKEM|5602.5|5607.0|5587.8,3.2777777777777777,4.5,15,0.08032128514056225,4-10R
APOLLOHOSP,2026-03-23 10:35:00+05:30,shaken_winner,33.56,83.8,-28.22222222222222,False,LONG,7235.5,5,0.0,fvg_n,IFVG_RETEST,eod,2,-30.4076,True,gap,False,early/B,7231.0,0.6,True,7262.75,7113.5,7098.0,APOLLOHOSP|7235.5|7231.0|7262.8,6.055555555555555,4.5,10,0.06219335222168475,>10R
APOLLOHOSP,2026-04-15 11:50:00+05:30,shaken_winner,15.69,44.8,-1.0,False,SHORT,7655.75,5,0.785,fvg_n,IFVG_RETEST,eod,2,-4.1644,True,stop,False,late/B,7659.0,0.6,False,7613.0,7650.0,7644.0,APOLLOHOSP|7655.8|7659.0|7613.0,13.153846153846153,3.25,11,0.04245175195114783,>10R
APOLLOHOSP,2026-04-15 13:15:00+05:30,shaken_winner,23.27,48.5,-5.181818181818182,False,SHORT,7643.25,5,0.631,fvg_n,IFVG_RETEST,eod,2,-8.9011,True,gap,False,late/B,7646.0,0.6,False,7613.0,7650.0,7644.0,APOLLOHOSP|7643.2|7646.0|7613.0,11.0,2.75,13,0.03597945899977104,>10R
APOLLOTYRE,2026-02-01 12:10:00+05:30,shaken_winner,15.7,40.2,-1.0,False,LONG,488.625,7,0.69,fvg_n,FVG_N_RETEST,eod,2,-1.8555,True,stop,True,early/A,487.8,0.6,True,493.625,490.75,490.0,APOLLOTYRE|488.6|487.8|493.6,6.060606060606144,0.8249999999999886,12,0.16884113584036606,>10R
APOLLOTYRE,2026-02-02 09:20:00+05:30,shaken_winner,1.87,33.4,-1.0,False,LONG,479.375,5,0.0,fvg_n,IFVG_RETEST,eod,2,-1.4785,True,stop,False,early/A,477.8,0.6,True,493.0,483.65,482.0,APOLLOTYRE|479.4|477.8|493.0,8.650793650793712,1.5749999999999886,9,0.3285528031290719,1-2R
APOLLOTYRE,2026-07-22 09:20:00+05:30,shaken_winner,192.67,47.0,-5.666666666666667,False,LONG,427.925,5,0.0,fvg_n,FVG_N_RETEST,eod,2,-13.2177,True,gap,False,late/A,427.85,0.6,True,428.325,427.25,426.75,APOLLOTYRE|427.9|427.8|428.3,5.333333333333838,0.07499999999998863,9,0.017526435707189023,>10R
APOLLOTYRE,2026-07-22 09:50:00+05:30,shaken_winner,23.37,13.6,-1.0,False,LONG,424.975,5,0.0,fvg_n,IFVG_RETEST,eod,2,-2.2515,True,stop,False,late/A,424.5,0.6,True,427.6,428.3,427.65,APOLLOTYRE|425.0|424.5|427.6,5.526315789473419,0.47500000000002274,9,0.1117712806635738,>10R
ASHOKLEY,2026-07-14 09:20:00+05:30,shaken_winner,0.62,10.2,-1.0,False,LONG,154.5,6,0.0,ob_taught,OB_RETEST,eod,2,-1.5858,True,stop,True,late/B,154.1,0.7,True,156.475,155.3,155.25,ASHOKLEY|154.5|154.1|156.5,4.937499999999916,0.4000000000000057,9,0.2588996763754082,<=1R
ASIANPAINT,2026-05-29 09:35:00+05:30,shaken_winner,53.69,20.8,-1.0,False,SHORT,2672.15,7,0.728,fvg_n,FVG_N_RETEST,eod,2,-2.8743,True,stop,True,late/A,2674.1,0.6,True,2654.8,2674.1,2670.2,ASIANPAINT|2672.2|2674.1|2654.8,8.897435897436681,1.949999999999818,9,0.07297494526878424,>10R
ASIANPAINT,2026-05-29 10:20:00+05:30,shaken_winner,11.38,6.5,-1.0,False,SHORT,2682.2,7,0.766,fvg_n,FVG_N_RETEST,eod,2,-1.5303,True,stop,True,late/A,2690.0,0.6,True,2654.8,2677.8,2675.2,ASIANPAINT|2682.2|2690.0|2654.8,3.5128205128203844,7.800000000000182,10,0.29080605473119764,>10R
ASIANPAINT,2026-07-21 09:20:00+05:30,shaken_winner,33.85,118.8,-1.0,False,SHORT,2697.35,6,0.704,fvg_n,FVG_N_RETEST,eod,2,-6.5137,True,stop,True,late/A,2698.0,0.6,False,2682.45,2702.7,2699.6,ASIANPAINT|2697.4|2698.0|2682.4,22.923076923073854,0.650000000000091,9,0.024097725545446123,>10R
AUBANK,2026-02-02 09:20:00+05:30,shaken_winner,1.22,22.0,-1.0,False,LONG,956.725,6,0.787,fvg_n,FVG_N_RETEST,eod,2,-1.5234,True,stop,False,early/B,953.9,0.6,True,993.0,971.2,962.55,AUBANK|956.7|953.9|993.0,12.840707964601554,2.8250000000000455,9,0.29527816248138655,1-2R
AUBANK,2026-02-09 14:25:00+05:30,shaken_winner,15.0,41.5,-1.0,False,SHORT,1003.1,5,0.0,ob_taught,OB_RETEST,eod,2,-3.4681,True,stop,True,early/B,1003.65,0.7,False,998.575,1003.4,1003.0,AUBANK|1003.1|1003.6|998.6,8.227272727273366,0.5499999999999545,14,0.054830026916554135,>10R
AUBANK,2026-02-11 09:55:00+05:30,shaken_winner,1.13,24.9,-1.0,False,SHORT,1004.625,6,0.705,fvg_n,FVG_N_RETEST,eod,2,-2.4292,True,stop,False,early/B,1005.6,0.6,True,998.575,1006.05,1002.8,AUBANK|1004.6|1005.6|998.6,6.205128205128013,0.9750000000000227,9,0.09705113848451141,1-2R
AUBANK,2026-02-13 13:30:00+05:30,shaken_winner,13.47,37.1,-1.0,False,SHORT,1003.475,6,0.0,ob_taught,MIT_RETEST,eod,2,-3.8462,True,stop,True,early/B,1003.95,0.7,True,998.575,999.05,999.0,AUBANK|1003.5|1004.0|998.6,10.315789473683669,0.47500000000002274,13,0.04733550910585941,>10R
AUBANK,2026-02-13 13:35:00+05:30,shaken_winner,15.33,35.0,-1.0,False,SHORT,1001.6,6,0.0,ob_taught,MIT_RETEST,eod,2,-3.9944,True,stop,True,early/B,1002.05,0.7,True,998.575,999.05,999.0,AUBANK|1001.6|1002.0|998.6,6.72222222222319,0.4499999999999318,13,0.04492811501596763,>10R
